Image_Area_Code;Image_Country_Code;Label_Light_labels;Label_Area_code;Label_code;Light_values_sum;NN_polygon;fid,N,20,0;zipfile.x,C,254;ADM1NAME,C,254;URBAN_RURA,C,254;ALT_DEM,N,24,15;LATNUM,N,24,15;LONGNUM,N,24,15;Corrected Latitude;Corrected Longitude;Estimated_dislocation_km;Town_community;Cluster_Code;cluster,N,24,15;DATUM,C,254;id,C,254;zipfile.y,C,254;dhs_phase,C,254;country,C,254;v025,N,24,15;v000,C,254;region,C,254;surveynum,N,24,15;year_mean,N,24,15;education,N,24,15;time2water,N,24,15;time2wat_1,N,24,15;electricit,N,24,15;radio_f,N,24,15;tv_f,N,24,15;refridgera,N,24,15;bicycle_f,N,24,15;motorcycle,N,24,15;car_f,N,24,15;V005_sum,N,24,15;V201_mean,N,24,15;v190_mean,N,24,15;v190_min,N,24,15;v190_max,N,24,15;v190_sd,N,24,15;v191_mean,N,24,15;v191_min,N,24,15;v191_max,N,24,15;v191_sd,N,24,15;chborn_mea,N,24,15;chdied_mea,N,24,15;poorest_me,N,24,15;poorer_mea,N,24,15;middle_mea,N,24,15;richer_mea,N,24,15;richest_me,N,24,15;houshold_i,N,10,0;gini2a,N,24,15;meiEA,N,24,15;dhs_point;Light_values_sum_log10_1_plus_value
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.311317;POLYGON ((35.88445243385088 -4.677755291858738, 35.90459091606988 -4.677755291858738, 35.90459091606988 -4.697790180389157, 35.88445243385088 -4.697790180389157, 35.88445243385088 -4.677755291858738));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.117707691468093
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.24805869;POLYGON ((35.90459091606988 -4.677755291858738, 35.92472939828887 -4.677755291858738, 35.92472939828887 -4.697790180389157, 35.90459091606988 -4.697790180389157, 35.90459091606988 -4.677755291858738));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.096235008538576
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.2922958;POLYGON ((35.92472939828887 -4.677755291858738, 35.94486788050787 -4.677755291858738, 35.94486788050787 -4.697790180389157, 35.92472939828887 -4.697790180389157, 35.92472939828887 -4.677755291858738));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.111361932857369
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.2250625;POLYGON ((35.88445243385088 -4.697790180389157, 35.90459091606988 -4.697790180389157, 35.90459091606988 -4.717825068919577, 35.88445243385088 -4.717825068919577, 35.88445243385088 -4.697790180389157));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.088158246017048
TZA_Rectangle;TZA_Rectangle;Medium_light;TZA_rectangle;1;1.3718622;POLYGON ((35.90459091606988 -4.697790180389157, 35.92472939828887 -4.697790180389157, 35.92472939828887 -4.717825068919577, 35.90459091606988 -4.717825068919577, 35.90459091606988 -4.697790180389157));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.37508945386675
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.3461749;POLYGON ((35.92472939828887 -4.697790180389157, 35.94486788050787 -4.697790180389157, 35.94486788050787 -4.717825068919577, 35.92472939828887 -4.717825068919577, 35.92472939828887 -4.697790180389157));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.129101488692039
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.14287433;POLYGON ((35.88445243385088 -4.717825068919577, 35.90459091606988 -4.717825068919577, 35.90459091606988 -4.737859957449997, 35.88445243385088 -4.737859957449997, 35.88445243385088 -4.717825068919577));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.057998478174716
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.78485584;POLYGON ((35.90459091606988 -4.717825068919577, 35.92472939828887 -4.717825068919577, 35.92472939828887 -4.737859957449997, 35.90459091606988 -4.737859957449997, 35.90459091606988 -4.717825068919577));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.25160314458221
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.4522134;POLYGON ((35.92472939828887 -4.717825068919577, 35.94486788050787 -4.717825068919577, 35.94486788050787 -4.737859957449997, 35.92472939828887 -4.737859957449997, 35.92472939828887 -4.717825068919577));45842;TZGE7AFL;Dodoma;R;1236;-4.726384;35.912846;-4.714814;35.916963;1;Pahi;TZ001;1;WGS84;TZ_7_2_1;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;1;176.1111111;140.2576993;0.05555555556;0.1111111111;0;0;0.3888888889;0.05555555556;0;29606544;4.444444444;2.111111111;1;4;0.8323523638;-70584.94444;-107417;-13674;22541.63744;4.444444444;0.5555555556;0.2222222222;0.5;0.2222222222;0.05555555556;0;18;0.07273003749;157932.0556;POINT (35.916963 -4.714814);0.162030439802535
TZA_Rectangle;TZA_Rectangle;No_light;TZA_rectangle;0;0.26282945;POLYGON ((35.8038985049749 -4.317127298311174, 35.8240369871939 -4.317127298311174, 35.8240369871939 -4.337162186841594, 35.8038985049749 -4.337162186841594, 35.8038985049749 -4.317127298311174));45843;TZGE7AFL;Dodoma;R;1235;-4.364093;35.852918;-4.355985;35.830682;2.59;Darajani;TZ002;2;WGS84;TZ_7_2_2;TZIR7BFL;7;TZ;2;TZ7;Dodoma;2;2015;2;200.3125;116.7970997;0;0.5625;0;0;0.6875;0.125;0;26691760;3.75;2.625;1;4;0.8850612032;-64517.375;-119558;-17870;27127.9972;3.75;0.25;0.125;0.25;0.5;0.125;0;16;0.08739458817;163999.625;POINT (35.830682 -4.355985);0.101344701366644
